state_id,party_id,general_votes,postal_votes,total_votes,total_electors
19,7,7253,3,7256,3453143
19,25,621,0,621,1957820
19,31,31141,19,31160,13425759
19,36,1038,2,1040,1683261
19,55,5376,6,5382,3423199
19,58,19340,9,19349,5187386
19,80,14838419,56687,14895106,42994657
19,92,39382,105,39487,15753788
19,95,2532,1,2533,3428098
19,110,632917,869,633786,39575936
19,116,38618,15,38633,9869294
19,123,70906,27,70933,5595266
19,124,9497,15,9512,5334916
19,126,78719,137,78856,5242121
19,150,16376,1,16377,3782788
19,163,8212394,17770,8230164,42994657
19,164,1802623,4077,1806700,201817309
19,169,3485,3,3488,5172625
19,179,21759,1,21760,1698244
19,182,27564,60,27624,12130081
19,193,21631,10,21641,17270105
19,220,5851,8,5859,5129496
19,226,3722,0,3722,1700307
19,240,6837,8,6845,3599564
19,255,4281,0,4281,3337217
19,260,12132,17,12149,1683261
19,269,327610,301,327911,42994657
19,271,324509,825,325334,6484650
19,293,5223,9,5232,1718414
19,303,699,0,699,1710775
19,323,8138,14,8152,5228625
19,349,1102,1,1103,1957820
19,385,15871,20,15891,8230703
19,386,9706,1,9707,8228725
20,1,2470,71,2541,370770
20,31,1908,64,1972,370770
20,80,7188,91,7279,370770
20,163,6967,222,7189,370770
20,269,4259,73,4332,370770
20,373,159704,3994,163698,370770
20,382,117071,4885,121956,370770
21,1,202650,376,203026,34664044
21,7,6824,0,6824,1366190
21,17,17954612,24310,17978922,55114867
21,19,2369,3,2372,1369668
21,45,371,1,372,1795776
21,67,490,1,491,1312259
21,80,2218801,4765,2223566,13171544
21,110,155833,118,155951,55114867
21,123,219553,313,219866,11097804
21,124,13069,12,13081,7908667
21,125,10529,14,10543,12626378
21,126,220238,394,220632,12917066
21,132,17447,18,17465,5660290
21,133,2076035,2808,2078843,19652030
21,134,9546380,24286,9570666,48001186
21,142,3023,0,3023,1412373
21,159,3058,4,3062,1420435
21,163,1749116,1874,1750990,55114867
21,164,866040,277,866317,741332926
21,173,205239,657,205896,1312259
21,175,398,0,398,1467796
21,178,6291,8,6299,4062475
21,179,273,1,274,1795776
21,185,1516,1,1517,1350495
21,195,3511,1,3512,1412499
21,227,4539,2,4541,7331392
21,232,236052,627,236679,1350318
21,238,1414184,3351,1417535,10232309
21,243,8461,7,8468,10026136
21,266,2509,2,2511,1340050
21,268,1195,3,1198,3742279
21,269,580949,833,581782,55114867
21,287,1801055,3757,1804812,10789811
21,298,261757,1055,262812,1382081
21,333,257,0,257,1422392
21,334,4495,6,4501,5425113
21,345,1276,0,1276,1298322
21,370,3580,1,3581,5522914
21,375,42000,3,42003,4298815
21,385,16154,7,16161,11226645
21,394,2904,2,2906,4659470
21,409,49005,19,49024,14063905
21,413,474,0,474,1498350
21,414,6467,5,6472,3986932
21,416,9193,1,9194,11808948
21,417,941,3,944,1247908
21,421,605289,821,606110,3069023
22,1,9694,158,9852,2388822
22,31,191287,3468,194755,2388822
22,40,6921,110,7031,2388822
22,80,114651,668,115319,2388822
22,124,8592,78,8670,2388822
22,126,1287337,8099,1295436,2388822
22,163,305969,1623,307592,2388822
22,164,17680,84,17764,4777644
22,168,21108,218,21326,2388822
22,193,5034,113,5147,2388822
22,269,23593,190,23783,2388822
22,394,8150,52,8202,1248546
22,410,8790,162,8952,2388822
23,NULL,131997,23,132020,91010395
23,0,557,0,557,1814739
23,1,820289,1013,821302,131999100
23,2,9371,0,9371,1761415
23,4,296,0,296,1611248
23,7,4332,0,4332,1653577
23,9,956,0,956,1771985
23,11,683,0,683,1611248
23,12,2528,2,2530,1986109
23,16,811599,726,812325,3437055
23,18,2363,0,2363,1703698
23,21,9265,0,9265,3424123
23,23,2037,0,2037,1766487
23,25,3421,1,3422,3203321
23,26,5194,1,5195,3179053
23,29,7009,1,7010,3351041
23,30,542,1,543,1588475
23,31,99462,24,99486,32486503
23,39,4910,0,4910,5363061
23,41,1920,0,1920,1834598
23,43,4026,0,4026,1638640
23,50,12036,1,12037,11986047
23,51,2029,0,2029,1932052
23,52,23313,3,23316,8307572
23,63,3435,0,3435,1737993
23,68,6408,0,6408,1806926
23,72,502,0,502,1949956
23,77,6144,0,6144,1558041
23,80,34288654,30200,34318854,135373502
23,84,1174,0,1174,1949956
23,85,7341,1,7342,3451477
23,86,3826,0,3826,3268424
23,89,2455,1,2456,1562081
23,92,153704,126,153830,99432022
23,93,1440,0,1440,1653577
23,98,3238,0,3238,1761415
23,99,1021,0,1021,1577457
23,101,2138,0,2138,1720661
23,102,7722,0,7722,5327166
23,103,1152,0,1152,1653577
23,104,31677,4,31681,30101219
23,105,1096,0,1096,1768271
23,108,1423,0,1423,1593133
23,109,1591,0,1591,2357553
23,110,15903395,10799,15914194,138810557
23,112,5416,0,5416,3691791
23,123,129463,8,129471,13739852
23,124,37711,1,37712,17276695
23,125,13531,1,13532,10380095
23,126,5634,3,5637,3538472
23,135,4130,0,4130,1986109
23,136,5485,0,5485,1680992
23,140,5340,1,5341,3539512
23,141,2987,1,2988,1593133
23,143,11769,1,11770,5082065
23,151,2645,0,2645,1594954
23,157,1058,1,1059,1771985
23,163,6058202,3065,6061267,117607119
23,164,1414482,387,1414869,651596634
23,165,11923,1,11924,6919092
23,167,649,0,649,1986109
23,170,2155,0,2155,1904315
23,171,16903,0,16903,6916300
23,173,498,0,498,1636738
23,176,1376,0,1376,1766487
23,179,53543,17,53560,22071802
23,186,2711,0,2711,1653577
23,193,3440,1,3441,3229855
23,199,13781,5,13786,10863882
23,201,6636,0,6636,5216037
23,202,4489,0,4489,1788080
23,216,7836,3,7839,3377080
23,220,28237,1,28238,24295771
23,223,1992,1,1993,1769145
23,225,6874,0,6874,3505188
23,230,15742,0,15742,5223962
23,233,19416,1,19417,15676497
23,237,22773,1,22774,4840021
23,242,359,1,360,1588475
23,247,5405,1,5406,1806926
23,248,1695,0,1695,1703121
23,255,4095,2,4097,1771985
23,257,36175,6,36181,29426333
23,258,13040,4,13044,10674806
23,260,27558,8,27566,7067329
23,262,2917,0,2917,5111467
23,264,1463,0,1463,1594954
23,265,773,0,773,1986109
23,267,441,0,441,1505175
23,269,592057,274,592331,138810557
23,270,791,0,791,1769145
23,277,523,0,523,1949956
23,282,500419,63,500482,72331045
23,284,4052,0,4052,3336412
23,288,32137,1,32138,13977047
23,290,4082,0,4082,1904315
23,296,433,0,433,1611248
23,300,354442,135,354577,15747910
23,301,4527,0,4527,3161217
23,303,1493,0,1493,1594954
23,313,1111,0,1111,1913275
23,314,553,0,553,1608833
23,322,10796,1,10797,9096243
23,325,10017,3,10020,5579061
23,326,689047,362,689409,12901473
23,327,1835,0,1835,3262842
23,329,974,3,977,1986109
23,332,95612,32,95644,3494748
23,334,14715,1,14716,10729866
23,339,2225,0,2225,1838194
23,340,665,0,665,1793126
23,341,12382,1,12383,6860221
23,342,1054,0,1054,1682260
23,345,1723,0,1723,1793126
23,348,4111,1,4112,7112013
23,349,53787,5,53792,10280440
23,350,2958,0,2958,3563737
23,351,1434,0,1434,1766487
23,352,810,0,810,1769145
23,353,2396,0,2396,1682260
23,354,2179,2,2181,3173329
23,367,14152,0,14152,5185538
23,371,9555,6,9561,9170928
23,372,111415,18,111433,21102408
23,377,27837,7,27844,18654480
23,385,17980239,8728,17988967,135545760
23,386,7042,4,7046,7281798
23,387,28937,2,28939,14210520
