state_id,party_id,general_votes,postal_votes,total_votes,total_electors
25,317,212357,214,212571,1645957
25,319,4647,0,4647,1312562
25,325,8686,0,8686,1353467
25,370,7261,1,7262,3239231
25,384,1997,0,1997,1511644
25,385,57397,4,57401,10693350
25,386,4725,0,4725,1312562
25,394,7890,0,7890,3230124
26,NULL,2739,7,2746,2995487
26,1,69842,486,70328,7127057
26,9,612,2,614,1642873
26,26,454,0,454,1642873
26,43,2696,10,2706,1610811
26,65,802,0,802,1610811
26,80,2418583,11115,2429698,7127057
26,83,3392,0,3392,1610811
26,90,875,2,877,1352614
26,92,663,1,664,1642873
26,110,207557,289,207846,7127057
26,123,6516,9,6525,1267218
26,124,11386,6,11392,4131570
26,126,6546,31,6577,1352614
26,151,708,2,710,1642873
26,163,1491851,2589,1494440,7127057
26,164,76041,117,76158,40206485
26,255,1781,12,1793,2995487
26,269,47958,85,48043,7127057
26,282,1956,8,1964,2963425
26,285,627,10,637,1642873
26,326,1938,20,1958,1352614
26,327,1036,1,1037,1610811
26,377,1040,3,1043,1642873
26,385,17428,13,17441,4507225
26,418,2044,1,2045,1253541
27,1,3725,12,3737,269360
27,25,225,0,225,269360
27,31,2283,0,2283,269360
27,80,90882,87,90969,269360
27,110,1139,0,1139,269360
27,124,436,0,436,269360
27,126,1776,1,1777,269360
27,163,83144,13,83157,269360
27,164,3511,0,3511,1346800
27,260,1150,1,1151,269360
27,269,1563,1,1564,269360
27,385,379,0,379,269360
28,1,108636,43,108679,615214
28,80,191295,67,191362,615214
28,92,550,0,550,615214
28,110,15934,0,15934,615214
28,124,1968,0,1968,615214
28,148,566,0,566,615214
28,163,121700,20,121720,615214
28,164,8496,0,8496,4921712
28,174,640,0,640,615214
28,179,434,0,434,615214
28,269,3105,1,3106,615214
29,1,621,0,621,196597
29,80,80790,0,80790,196597
29,92,348,0,348,196597
29,110,982,0,982,196597
29,163,74576,0,74576,196597
29,164,2786,0,2786,589791
29,179,232,0,232,196597
29,260,1611,0,1611,196597
29,269,2962,0,2962,196597
29,377,378,0,378,196597
30,1,729,0,729,111827
30,80,46956,4,46960,111827
30,110,490,0,490,111827
30,163,37737,1,37738,111827
30,269,1316,0,1316,111827
31,NULL,5071,5,5076,11938085
31,1,2721687,1200,2722887,12711164
31,13,651,0,651,2039410
31,23,3185,6,3191,1957708
31,25,450,1,451,2039410
31,31,9917,4,9921,8477411
31,43,908,3,911,3787286
31,54,2133,2,2135,2937377
31,70,290,0,290,1447230
31,71,666,3,669,3242895
31,79,325,0,325,1829578
31,80,3827995,10855,3838850,12711164
31,92,805,0,805,2039410
31,97,2567,4,2571,5680983
31,99,3390,0,3390,1447230
31,102,504,0,504,1957708
31,109,818,0,818,1957708
31,110,101354,255,101609,12711164
31,114,161,0,161,1490147
31,123,4474,1,4475,1752748
31,152,527,0,527,1829578
31,163,1251370,1708,1253078,12711164
31,164,261614,50,261664,102009028
31,188,3014,0,3014,7030181
31,193,1766,0,1766,3276808
31,203,357,0,357,1752748
31,255,1182,0,1182,6724663
31,265,745,0,745,1957708
31,269,39634,56,39690,12711164
31,282,876,1,877,3276808
31,285,202,3,205,1490147
31,308,538,7,545,2194343
31,312,601,0,601,1957708
31,314,591,1,592,1447230
31,315,415,0,415,2039410
31,334,1316,1,1317,5471151
31,377,1701,7,1708,5487265
31,379,395,0,395,1829578
31,386,761,0,761,1829578
31,387,1866,0,1866,3319725
31,394,506,2,508,1957708
31,425,263,0,263,1447230
32,80,187,0,187,49922
32,123,181,0,181,49922
32,126,465,0,465,49922
32,163,20130,0,20130,49922
32,260,21665,0,21665,49922
32,269,123,0,123,49922
32,385,488,0,488,49922
33,1,8303,4,8307,901357
33,17,132640,17,132657,901357
33,28,255732,94,255826,901357
33,110,2060,0,2060,901357
33,123,12706,3,12709,901357
33,124,437,1,438,901357
33,134,60543,37,60580,901357
33,163,194873,99,194972,901357
33,164,26770,1,26771,17125783
33,179,308,1,309,901357
33,269,22267,1,22268,901357
33,287,22745,9,22754,901357
33,370,366,0,366,901357
