city,,
Bangalore,77.5913,12.9791
Coimbatore,76.9667,11.0000
Chennai,80.2750,13.0825
Hyderabad,78.4747,17.3617
Madurai,78.1194,9.9197
Mangalore,74.8425,12.8681
Mysore,76.6531,12.3086
Thiruvananthapuram,76.9525,8.4875
Vijayawada,80.6167,16.5167
Visakhapatnam,83.3167,17.7333
