state_id,pc_id,general_votes,postal_votes,total_votes,total_electors
20,315,299567,9400,308967,370770
21,316,1254112,328,1254440,1702833
21,317,909539,575,910114,1422392
21,318,1070139,1270,1071409,1795776
21,319,814079,815,814894,1328038
21,320,1286127,520,1286647,1946503
21,321,1127056,1343,1128399,1480123
21,322,1087042,2010,1089052,1401813
21,323,973687,1083,974770,1312259
21,324,1068257,134,1068391,1379957
21,325,1100385,960,1101345,1358273
21,326,1063504,3943,1067447,1352966
21,327,1092502,3544,1096046,1369668
21,328,1064158,3483,1067641,1387007
21,329,1103662,3579,1107241,1412499
21,330,1149174,1122,1150296,1498350
21,331,1057732,1023,1058755,1329552
21,332,1006262,2320,1008582,1321399
21,333,1048544,1646,1050190,1375589
21,334,931024,2052,933076,1269173
21,335,1174312,2308,1176620,1720221
21,336,1010321,2346,1012667,1381505
21,337,1082129,1235,1083364,1400531
21,338,1043857,2677,1046534,1298322
21,339,985655,2595,988250,1387140
21,340,1027570,3256,1030826,1285576
21,341,982208,2330,984538,1247908
21,342,1086346,2077,1088423,1366190
21,343,1023256,2282,1025538,1350318
21,344,939756,2446,942202,1210626
21,345,1009604,2654,1012258,1340050
21,346,1026048,988,1027036,1412373
21,347,973893,916,974809,1441434
21,348,1074831,752,1075583,1441302
21,349,1009119,1811,1010930,1350495
21,350,999323,1725,1001048,1455988
21,351,914811,1967,916778,1310406
21,352,1015251,2687,1017938,1382081
21,353,961013,1317,962330,1420435
21,354,990114,628,990742,1467796
22,355,1064104,8645,1072749,1248546
22,356,944702,6378,951080,1140276
23,357,1193086,1222,1194308,1608833
23,358,1118199,1125,1119324,1531767
23,359,1102713,4721,1107434,1588475
23,360,1058170,2176,1060346,1562081
23,361,941957,239,942196,1493419
23,362,1126092,1873,1127965,1771985
23,363,956359,30,956389,1616972
23,364,1055817,1185,1057002,1693229
23,365,1095731,129,1095860,1544245
23,366,1111542,1842,1113384,1764388
23,367,1003611,652,1004263,1505175
23,368,1341818,503,1342321,2357553
23,369,1198394,868,1199262,1986109
23,370,1008756,954,1009710,1736436
23,371,1064286,71,1064357,1793126
23,372,1049240,33,1049273,1758927
23,373,1076674,194,1076868,1682260
23,374,1069503,897,1070400,1814739
23,375,967152,816,967968,1580582
23,376,1104568,38,1104606,1636738
23,377,998538,727,999265,1653058
23,378,926017,264,926281,1577457
23,379,1026884,710,1027594,1769145
23,380,994700,941,995641,1653577
23,381,1016728,1163,1017891,1664081
23,382,1050342,205,1050547,1671154
23,383,1127948,1893,1129841,1979294
23,384,1077848,20,1077868,1679466
23,385,1059867,404,1060271,1558041
23,386,1026334,638,1026972,1550263
23,387,972865,31,972896,1714388
23,388,998090,224,998314,1725589
23,389,1199936,1667,1201603,2164392
23,390,1114848,1740,1116588,1838194
23,391,1030575,3308,1033883,1949956
23,392,825130,6,825136,1594954
23,393,874623,2,874625,1669843
23,394,964908,73,964981,1703698
23,395,892732,1724,894456,1716394
23,396,970549,128,970677,1613781
23,397,937881,1723,939604,1707237
23,398,1113869,591,1114460,1808886
23,399,834718,361,835079,1611248
23,400,970980,395,971375,1768635
23,401,1108846,320,1109166,1887189
23,402,1320441,363,1320804,1932052
23,403,975219,21,975240,1737993
23,404,858233,93,858326,1601855
23,405,1055595,1093,1056688,1804753
23,406,909828,586,910414,1738509
23,407,959420,921,960341,1913275
23,408,890833,753,891586,1666569
23,409,1068161,7,1068168,1721278
23,410,1022558,158,1022716,1738701
23,411,1034355,49,1034404,1718774
23,412,934081,182,934263,1638640
23,413,942413,944,943357,1711967
23,414,979401,237,979638,1788080
23,415,872422,1306,873728,1710825
23,416,935027,0,935027,1761415
23,417,1048521,13,1048534,1787476
23,418,1011634,15,1011649,1904315
23,419,1056076,2,1056078,1743131
23,420,1039346,853,1040199,1903988
23,421,950064,382,950446,1680992
23,422,970443,1114,971557,1806926
23,423,877152,725,877877,1760090
23,424,898615,40,898655,1661470
23,425,959755,463,960218,1703121
23,426,1039511,145,1039656,1891112
23,427,853561,1188,854749,1661737
23,428,941182,1029,942211,1768271
23,429,1006317,826,1007143,1848842
23,430,996793,1109,997902,1891969
23,431,986259,414,986673,1801519
23,432,979873,699,980572,1593133
23,433,1029816,869,1030685,1766487
23,434,981474,392,981866,1834598
23,435,1007581,46,1007627,1720661
23,436,885628,245,885873,1639074
24,437,1329133,3276,1332409,1613403
24,438,1221270,2296,1223566,1470911
24,439,1299620,2497,1302117,1531469
24,440,1140907,1102,1142009,1437154
24,441,1106586,1607,1108193,1387526
24,442,1061080,1973,1063053,1254497
24,443,1161152,1833,1162985,1425428
24,444,1089380,3027,1092407,1347143
24,445,1118358,726,1119084,1391656
24,446,1154070,517,1154587,1453783
24,447,1287495,268,1287763,1512098
24,448,1246068,1846,1247914,1476783
24,449,1349190,4006,1353196,1602849
24,450,1280528,3160,1283688,1540713
24,451,1048124,3006,1051130,1287222
24,452,1129404,3240,1132644,1405981
24,453,1265746,3585,1269331,1512792
24,454,1272897,874,1273771,1490596
24,455,1188545,503,1189048,1458724
24,456,1269716,1269,1270985,1488785
24,457,1260252,1044,1261296,1555914
24,458,1270348,2014,1272362,1595746
24,459,1166292,1694,1167986,1685296
24,460,954783,995,955778,1433985
24,461,1125035,364,1125399,1505099
24,462,1185584,443,1186027,1448632
24,463,1288983,1450,1290433,1624038
24,464,1346017,2853,1348870,1630042
24,465,1360497,1437,1361934,1600293
24,466,1335058,2626,1337684,1527273
24,467,1289078,1733,1290811,1490409
24,468,1365465,1444,1366909,1610489
24,469,1256336,1277,1257613,1475112
24,470,1259380,1368,1260748,1499673
24,471,1201309,3366,1204675,1471933
24,472,1234854,1465,1236319,1503812
24,473,1270731,1339,1272070,1466921
24,474,1320152,670,1320822,1532244
24,475,1329789,1453,1331242,1583495
24,476,1142199,196,1142395,1469684
24,477,1303463,1293,1304756,1538421
24,478,1274936,883,1275819,1495089
25,479,951295,268,951563,1353467
25,480,902514,546,903060,1273049
25,481,1049108,334,1049442,1590772
25,482,712961,10,712971,1312562
25,483,1024901,5,1024906,1639645
25,484,969985,12,969997,1511644
25,485,1143889,13,1143902,1890021
25,486,1049605,178,1049783,1648459
25,487,1049122,18,1049140,1581665
25,488,795224,62,795286,1152632
25,489,736926,29,736955,1111856
25,490,651333,127,651460,1119144
25,491,976067,1256,977323,1645957
25,492,967128,24,967152,1518923
26,493,770868,5346,776214,1352614
26,494,678002,4022,682024,1267218
26,495,655504,1021,656525,1253541
26,496,1099345,2090,1101435,1610811
26,497,1173352,2340,1175692,1642873
27,498,190213,115,190328,269360
28,499,453324,131,453455,615214
29,500,165286,0,165286,196597
30,501,87228,5,87233,111827
31,502,979745,2118,981863,1447230
31,503,1313796,3542,1317338,1957708
31,504,1195428,908,1196336,1829578
31,505,968519,1293,969812,1490147
31,506,1353181,2855,1356036,2194343
31,507,1345645,2326,1347971,2039410
31,508,1101277,1133,1102410,1752748
32,509,43239,0,43239,49922
33,510,739750,267,740017,901357
